accident_index,accident_year,accident_ref_no,vehicle_reference,vehicle_type,vehicle_text
202131C045921,2021,31C045921,2,90,electric scooter
202131C057021,2021,31C057021,1,90,electric scooter
202131C058521,2021,31C058521,1,90,electric scooter
202131C067721,2021,31C067721,2,90,electric scooter
202131C077521,2021,31C077521,1,90,electric scooter
202131C085921,2021,31C085921,2,90,electric scooter
202131C087021,2021,31C087021,2,90,electric scooter
202131C090821,2021,31C090821,2,90,electric scooter
202131C091921,2021,31C091921,1,90,electric scooter
202131C093021,2021,31C093021,1,90,electric scooter
202131C093521,2021,31C093521,1,90,electric scooter
202131C093621,2021,31C093621,1,90,electric scooter
202131C095621,2021,31C095621,1,90,electric scooter
202131C097821,2021,31C097821,1,90,electric scooter
202131C102821,2021,31C102821,2,90,electric scooter
202131C105221,2021,31C105221,1,90,electric scooter
202131C107021,2021,31C107021,2,90,electric scooter
202131C109221,2021,31C109221,1,90,electric scooter
202131C114021,2021,31C114021,1,90,electric scooter
202131C114721,2021,31C114721,1,90,electric scooter
202131C117221,2021,31C117221,2,90,electric scooter
202131C120421,2021,31C120421,2,90,electric scooter
202131C127621,2021,31C127621,1,90,electric scooter
202131C128021,2021,31C128021,1,90,electric scooter
202131C129021,2021,31C129021,1,90,electric scooter
202131C130321,2021,31C130321,1,90,electric scooter
202131C131221,2021,31C131221,2,90,electric scooter
202131C131521,2021,31C131521,1,90,electric scooter
202131C132721,2021,31C132721,2,90,electric scooter
202131C134521,2021,31C134521,1,90,electric scooter
202131C135521,2021,31C135521,1,90,electric scooter
202131C138821,2021,31C138821,1,90,electric scooter
202131C146721,2021,31C146721,2,90,electric scooter
202131C147121,2021,31C147121,2,90,electric scooter
202131C147921,2021,31C147921,1,90,electric scooter
202131C156221,2021,31C156221,2,90,electric scooter
202131C158021,2021,31C158021,1,90,electric scooter
202131C162021,2021,31C162021,1,90,electric scooter
202131C162221,2021,31C162221,1,90,electric scooter
202131C162321,2021,31C162321,1,90,electric scooter
202131C162621,2021,31C162621,1,90,electric scooter
202131C165621,2021,31C165621,1,90,electric scooter
202131C166221,2021,31C166221,1,90,electric scooter
202131C174821,2021,31C174821,1,90,electric scooter
202131C178421,2021,31C178421,2,90,electric scooter
202131C179021,2021,31C179021,1,90,electric scooter
202131C186821,2021,31C186821,1,90,electric scooter
202131C192221,2021,31C192221,2,90,electric scooter
202131C194921,2021,31C194921,1,90,electric scooter
202131C195121,2021,31C195121,1,90,electric scooter
202131C196121,2021,31C196121,2,90,electric scooter
202131D069321,2021,31D069321,2,90,electric scooter
202131D096821,2021,31D096821,1,90,electric scooter
202131D108821,2021,31D108821,1,90,electric scooter
202131D109921,2021,31D109921,1,90,electric scooter
202131D155221,2021,31D155221,1,90,electric scooter
2021332100100,2021,332100100,2,90,electric scooter
2021332100156,2021,332100156,2,90,electric scooter
2021332100217,2021,332100217,2,90,electric scooter
2021332100252,2021,332100252,1,90,electric scooter
2021332100253,2021,332100253,1,90,electric scooter
2021332100467,2021,332100467,2,90,electric scooter
2021332100482,2021,332100482,1,90,electric scooter
2021332100570,2021,332100570,1,90,electric scooter
2021332100586,2021,332100586,2,90,electric scooter
2021332100621,2021,332100621,1,90,electric scooter
2021332100921,2021,332100921,1,90,electric scooter
2021332100922,2021,332100922,2,90,electric scooter
2021332100947,2021,332100947,2,90,electric scooter
2021332101059,2021,332101059,2,90,electric scooter
2021332101556,2021,332101556,2,90,electric scooter
2021332101586,2021,332101586,2,90,electric scooter
202134NNC0331,2021,34NNC0331,1,90,electric scooter
202134NNC2461,2021,34NNC2461,1,90,electric scooter
202134NNC2541,2021,34NNC2541,1,90,electric scooter
202134NNC2611,2021,34NNC2611,1,90,electric scooter
202134NNC2751,2021,34NNC2751,1,90,electric scooter
202134NNC2921,2021,34NNC2921,1,90,electric scooter
202134NNC3661,2021,34NNC3661,2,90,electric scooter
202134NNC5041,2021,34NNC5041,2,90,electric scooter
202134NNC6151,2021,34NNC6151,2,90,electric scooter
202134NNC6231,2021,34NNC6231,2,90,electric scooter
202134NNC6421,2021,34NNC6421,2,90,electric scooter
202134WNC1531,2021,34WNC1531,1,90,electric scooter
202134WNC1571,2021,34WNC1571,1,90,electric scooter
202134WNC1861,2021,34WNC1861,2,90,electric scooter
202134WNC1971,2021,34WNC1971,2,90,electric scooter
202134WNC2031,2021,34WNC2031,1,90,electric scooter
202134WNC2101,2021,34WNC2101,1,90,electric scooter
202134WNC2281,2021,34WNC2281,1,90,electric scooter
202134WNC3401,2021,34WNC3401,1,90,electric scooter
202134WNC3811,2021,34WNC3811,1,90,electric scooter
202134WNC4171,2021,34WNC4171,1,90,electric scooter
202134WNC4481,2021,34WNC4481,1,90,electric scooter
202134WNC4621,2021,34WNC4621,1,90,electric scooter
202134WNC4681,2021,34WNC4681,1,90,electric scooter
202134WNC5111,2021,34WNC5111,2,90,electric scooter
202134WNC5451,2021,34WNC5451,1,90,electric scooter
202134WNC5491,2021,34WNC5491,1,90,electric scooter
202134WNC7001,2021,34WNC7001,2,90,electric scooter
202134WNC7541,2021,34WNC7541,2,90,electric scooter
202134WNC7581,2021,34WNC7581,1,90,electric scooter
202134WNC9151,2021,34WNC9151,1,90,electric scooter
2021351021943,2021,351021943,2,90,electric scooter
2021351028893,2021,351028893,2,90,electric scooter
2021351030661,2021,351030661,1,90,electric scooter
2021351038744,2021,351038744,1,90,electric scooter
2021351047250,2021,351047250,1,90,electric scooter
2021351059281,2021,351059281,1,90,electric scooter
2021351059606,2021,351059606,1,90,electric scooter
2021351063874,2021,351063874,1,90,electric scooter
2021351074267,2021,351074267,2,90,electric scooter
2021351086284,2021,351086284,1,90,electric scooter
2021351087080,2021,351087080,1,90,electric scooter
2021351095404,2021,351095404,2,90,electric scooter
2021351104669,2021,351104669,2,90,electric scooter
2021351105929,2021,351105929,1,90,electric scooter
2021351108829,2021,351108829,1,90,electric scooter
2021351109307,2021,351109307,1,90,electric scooter
2021351111139,2021,351111139,1,90,electric scooter
2021351111168,2021,351111168,1,90,electric scooter
2021351118875,2021,351118875,1,90,electric scooter
2021351130307,2021,351130307,2,90,electric scooter
2021351138227,2021,351138227,2,90,electric scooter
2021351148800,2021,351148800,1,90,electric scooter
2021351154248,2021,351154248,1,90,electric scooter
2021361033337,2021,361033337,1,90,electric scooter
2021361038107,2021,361038107,1,90,electric scooter
2021361046148,2021,361046148,2,90,electric scooter
2021361053615,2021,361053615,1,90,electric scooter
2021361055990,2021,361055990,2,90,electric scooter
2021361067557,2021,361067557,1,90,electric scooter
2021361075569,2021,361075569,1,90,electric scooter
2021361081444,2021,361081444,1,90,electric scooter
2021361095443,2021,361095443,1,90,electric scooter
2021361095598,2021,361095598,2,90,electric scooter
2021361095877,2021,361095877,1,90,electric scooter
2021361104534,2021,361104534,1,90,electric scooter
2021361108969,2021,361108969,1,90,electric scooter
2021361111842,2021,361111842,1,90,electric scooter
2021361119793,2021,361119793,1,90,electric scooter
2021361130597,2021,361130597,1,90,electric scooter
2021361134471,2021,361134471,1,90,electric scooter
2021361137490,2021,361137490,2,90,electric scooter
2021361140916,2021,361140916,2,90,electric scooter
2021361143239,2021,361143239,1,90,electric scooter
2021371080655,2021,371080655,1,90,electric scooter
2021371087204,2021,371087204,1,90,electric scooter
2021371099711,2021,371099711,1,90,electric scooter
2021371125462,2021,371125462,1,90,electric scooter
2021401033317,2021,401033317,1,90,electric scooter
2021401039926,2021,401039926,1,90,electric scooter
2021401042068,2021,401042068,1,90,electric scooter
2021401050912,2021,401050912,2,90,electric scooter
2021401051801,2021,401051801,1,90,electric scooter
2021401052876,2021,401052876,1,90,electric scooter
2021401057906,2021,401057906,2,90,electric scooter
2021401061754,2021,401061754,2,90,electric scooter
2021401066121,2021,401066121,2,90,electric scooter
2021401071806,2021,401071806,2,90,electric scooter
2021401095507,2021,401095507,1,90,electric scooter
2021401100187,2021,401100187,2,90,electric scooter
2021401104666,2021,401104666,2,90,electric scooter
2021401111100,2021,401111100,1,90,electric scooter
2021401119365,2021,401119365,1,90,electric scooter
2021411015923,2021,411015923,1,90,electric scooter
2021411018441,2021,411018441,1,90,electric scooter
2021411043497,2021,411043497,2,90,electric scooter
2021411043565,2021,411043565,2,90,electric scooter
2021411044376,2021,411044376,2,90,electric scooter
2021411044716,2021,411044716,1,90,electric scooter
2021411056309,2021,411056309,2,90,electric scooter
2021411066513,2021,411066513,1,90,electric scooter
2021411068878,2021,411068878,1,90,electric scooter
2021411073944,2021,411073944,2,90,electric scooter
2021411083238,2021,411083238,1,90,electric scooter
2021411088000,2021,411088000,2,90,electric scooter
2021411092614,2021,411092614,2,90,electric scooter
2021411095481,2021,411095481,2,90,electric scooter
2021411097745,2021,411097745,1,90,electric scooter
2021411101506,2021,411101506,2,90,electric scooter
2021411102140,2021,411102140,1,90,electric scooter
2021411105977,2021,411105977,2,90,electric scooter
2021411110136,2021,411110136,1,90,electric scooter
2021411115736,2021,411115736,1,90,electric scooter
2021411118723,2021,411118723,1,90,electric scooter
2021411129038,2021,411129038,1,90,electric scooter
2021421022876,2021,421022876,1,90,electric scooter
2021421029630,2021,421029630,2,90,electric scooter
2021421031085,2021,421031085,2,90,electric scooter
2021421031806,2021,421031806,1,90,electric scooter
2021421033908,2021,421033908,1,90,electric scooter
2021421035446,2021,421035446,1,90,electric scooter
2021421037077,2021,421037077,1,90,electric scooter
2021421039286,2021,421039286,1,90,electric scooter
2021421039858,2021,421039858,1,90,electric scooter
2021421040918,2021,421040918,1,90,electric scooter
2021421042317,2021,421042317,1,90,electric scooter
2021421044255,2021,421044255,1,90,electric scooter
2021421048542,2021,421048542,1,90,electric scooter
2021421048580,2021,421048580,1,90,electric scooter
2021421049027,2021,421049027,2,90,electric scooter
2021421049306,2021,421049306,2,90,electric scooter
2021421050501,2021,421050501,2,90,electric scooter
2021421052718,2021,421052718,2,90,electric scooter
2021421053968,2021,421053968,2,90,electric scooter
2021421063119,2021,421063119,2,90,electric scooter
2021421064980,2021,421064980,1,90,electric scooter
2021421068059,2021,421068059,1,90,electric scooter
2021421075286,2021,421075286,1,90,electric scooter
2021421075762,2021,421075762,1,90,electric scooter
2021421077853,2021,421077853,1,90,electric scooter
2021421080503,2021,421080503,1,90,electric scooter
2021421089208,2021,421089208,2,90,electric scooter
2021421090429,2021,421090429,1,90,electric scooter
2021421090860,2021,421090860,1,90,electric scooter
2021421090860,2021,421090860,2,90,electric scooter
2021421091740,2021,421091740,1,90,electric scooter
2021421092636,2021,421092636,1,90,electric scooter
2021421092767,2021,421092767,1,90,electric scooter
2021421100075,2021,421100075,1,90,electric scooter
2021421104332,2021,421104332,1,90,electric scooter
2021421107847,2021,421107847,1,90,electric scooter
2021421109601,2021,421109601,1,90,electric scooter
2021421110258,2021,421110258,1,90,electric scooter
2021421110772,2021,421110772,1,90,electric scooter
2021421114501,2021,421114501,2,90,electric scooter
2021421114797,2021,421114797,1,90,electric scooter
2021421114998,2021,421114998,1,90,electric scooter
2021421130493,2021,421130493,1,90,electric scooter
2021430026633,2021,430026633,1,90,electric scooter
2021430085478,2021,430085478,1,90,electric scooter
2021430099494,2021,430099494,2,90,electric scooter
2021430105512,2021,430105512,2,90,electric scooter
2021430163518,2021,430163518,2,90,electric scooter
2021430167901,2021,430167901,2,90,electric scooter
2021430172569,2021,430172569,1,90,electric scooter
2021430192588,2021,430192588,1,90,electric scooter
2021430196020,2021,430196020,1,90,electric scooter
2021430196204,2021,430196204,2,90,electric scooter
2021430235475,2021,430235475,1,90,electric scooter
2021430239172,2021,430239172,1,90,electric scooter
2021430253855,2021,430253855,2,90,electric scooter
2021430255453,2021,430255453,2,90,electric scooter
2021430257505,2021,430257505,1,90,electric scooter
2021430258727,2021,430258727,1,90,electric scooter
2021430263131,2021,430263131,2,90,electric scooter
2021430310795,2021,430310795,1,90,electric scooter
2021430323826,2021,430323826,1,90,electric scooter
2021430333363,2021,430333363,2,90,electric scooter
2021430344531,2021,430344531,2,90,electric scooter
2021430379071,2021,430379071,1,90,electric scooter
2021430409666,2021,430409666,1,90,electric scooter
2021430413046,2021,430413046,1,90,electric scooter
2021430418849,2021,430418849,2,90,electric scooter
2021430426510,2021,430426510,1,90,electric scooter
2021430428319,2021,430428319,2,90,electric scooter
2021430492553,2021,430492553,2,90,electric scooter
2021430503165,2021,430503165,1,90,electric scooter
2021430522698,2021,430522698,1,90,electric scooter
2021430526639,2021,430526639,1,90,electric scooter
2021430574164,2021,430574164,2,90,electric scooter
2021440020361,2021,440020361,2,90,electric scooter
2021440098199,2021,440098199,1,90,electric scooter
2021440098429,2021,440098429,1,90,electric scooter
2021440100335,2021,440100335,1,90,electric scooter
2021440100818,2021,440100818,1,90,electric scooter
2021440104107,2021,440104107,1,90,electric scooter
2021440104107,2021,440104107,2,90,electric scooter
2021440109327,2021,440109327,1,90,electric scooter
2021440119741,2021,440119741,1,90,electric scooter
2021440124278,2021,440124278,1,90,electric scooter
2021440126566,2021,440126566,1,90,electric scooter
2021440137725,2021,440137725,2,90,electric scooter
2021440154001,2021,440154001,1,90,electric scooter
2021440158761,2021,440158761,1,90,electric scooter
2021440167583,2021,440167583,3,90,electric scooter
2021440178332,2021,440178332,2,90,electric scooter
2021440198620,2021,440198620,1,90,electric scooter
2021440208144,2021,440208144,1,90,electric scooter
2021440217984,2021,440217984,2,90,electric scooter
2021440219602,2021,440219602,1,90,electric scooter
2021440221896,2021,440221896,1,90,electric scooter
2021440227928,2021,440227928,1,90,electric scooter
2021440230490,2021,440230490,1,90,electric scooter
2021440231897,2021,440231897,1,90,electric scooter
2021440245407,2021,440245407,1,90,electric scooter
2021440248920,2021,440248920,1,90,electric scooter
2021440261571,2021,440261571,2,90,electric scooter
2021440262346,2021,440262346,2,90,electric scooter
2021440267978,2021,440267978,1,90,electric scooter
2021440281022,2021,440281022,1,90,electric scooter
2021440282437,2021,440282437,1,90,electric scooter
2021440282440,2021,440282440,1,90,electric scooter
2021440285960,2021,440285960,2,90,electric scooter
2021440289097,2021,440289097,2,90,electric scooter
2021440296593,2021,440296593,2,90,electric scooter
2021440308029,2021,440308029,1,90,electric scooter
2021440321162,2021,440321162,2,90,electric scooter
2021440322630,2021,440322630,2,90,electric scooter
2021440330336,2021,440330336,1,90,electric scooter
2021440338041,2021,440338041,1,90,electric scooter
2021440342328,2021,440342328,1,90,electric scooter
2021440344783,2021,440344783,2,90,electric scooter
2021440354704,2021,440354704,1,90,electric scooter
2021440359381,2021,440359381,1,90,electric scooter
2021440361906,2021,440361906,1,90,electric scooter
2021440369757,2021,440369757,1,90,electric scooter
2021440376933,2021,440376933,1,90,electric scooter
2021440377564,2021,440377564,2,90,electric scooter
2021440383881,2021,440383881,1,90,electric scooter
2021440384769,2021,440384769,2,90,electric scooter
2021440385662,2021,440385662,1,90,electric scooter
2021440396279,2021,440396279,2,90,electric scooter
2021440412758,2021,440412758,1,90,electric scooter
2021440416941,2021,440416941,1,90,electric scooter
2021440424875,2021,440424875,1,90,electric scooter
2021440447577,2021,440447577,1,90,electric scooter
2021440473392,2021,440473392,1,90,electric scooter
2021440480131,2021,440480131,2,90,electric scooter
2021440480850,2021,440480850,1,90,electric scooter
2021440483480,2021,440483480,1,90,electric scooter
2021440489894,2021,440489894,1,90,electric scooter
2021440501628,2021,440501628,1,90,electric scooter
2021440513145,2021,440513145,1,90,electric scooter
2021440517005,2021,440517005,1,90,electric scooter
2021440518721,2021,440518721,1,90,electric scooter
2021451026586,2021,451026586,2,90,electric scooter
2021451031846,2021,451031846,1,90,electric scooter
2021451037607,2021,451037607,2,90,electric scooter
2021451057003,2021,451057003,1,90,electric scooter
2021451066736,2021,451066736,1,90,electric scooter
2021451068277,2021,451068277,1,90,electric scooter
2021451079887,2021,451079887,1,90,electric scooter
2021451084184,2021,451084184,2,90,electric scooter
2021451088269,2021,451088269,1,90,electric scooter
2021451119484,2021,451119484,1,90,electric scooter
2021451119773,2021,451119773,1,90,electric scooter
2022201221896,2022,201221896,1,90,electric scooter
2022201224774,2022,201224774,1,90,electric scooter
2022201226596,2022,201226596,1,90,electric scooter
2022201227130,2022,201227130,1,90,electric scooter
2022201227182,2022,201227182,1,90,electric scooter
2022201227639,2022,201227639,1,90,electric scooter
2022201231286,2022,201231286,1,90,electric scooter
2022201232036,2022,201232036,1,90,electric scooter
2022201232143,2022,201232143,2,90,electric scooter
2022201234665,2022,201234665,2,90,electric scooter
2022201236882,2022,201236882,1,90,electric scooter
2022201237244,2022,201237244,2,90,electric scooter
2022201237332,2022,201237332,1,90,electric scooter
2022201237446,2022,201237446,1,90,electric scooter
2022201237758,2022,201237758,1,90,electric scooter
2022201238195,2022,201238195,2,90,electric scooter
2022201240026,2022,201240026,2,90,electric scooter
2022201240213,2022,201240213,1,90,electric scooter
2022201241877,2022,201241877,1,90,electric scooter
2022201242063,2022,201242063,1,90,electric scooter
2022201243384,2022,201243384,2,90,electric scooter
2022201246135,2022,201246135,2,90,electric scooter
2022201248700,2022,201248700,1,90,electric scooter
2022201250182,2022,201250182,1,90,electric scooter
2022201251422,2022,201251422,2,90,electric scooter
2022201251876,2022,201251876,1,90,electric scooter
2022201253832,2022,201253832,2,90,electric scooter
2022201253899,2022,201253899,1,90,electric scooter
2022201253980,2022,201253980,1,90,electric scooter
2022201257738,2022,201257738,2,90,electric scooter
2022201262017,2022,201262017,1,90,electric scooter
2022201263022,2022,201263022,2,90,electric scooter
2022201263026,2022,201263026,2,90,electric scooter
2022201263321,2022,201263321,2,90,electric scooter
2022201264152,2022,201264152,1,90,electric scooter
2022201264354,2022,201264354,1,90,electric scooter
2022201264523,2022,201264523,1,90,electric scooter
2022201264772,2022,201264772,1,90,electric scooter
2022201264831,2022,201264831,1,90,electric scooter
2022201266798,2022,201266798,2,90,electric scooter
2022201266897,2022,201266897,2,90,electric scooter
2022201266914,2022,201266914,2,90,electric scooter
2022201268209,2022,201268209,2,90,electric scooter
2022201269566,2022,201269566,1,90,electric scooter
2022201269659,2022,201269659,2,90,electric scooter
2022201269785,2022,201269785,2,90,electric scooter
2022201270094,2022,201270094,2,90,electric scooter
2022201270675,2022,201270675,1,90,electric scooter
2022201270758,2022,201270758,1,90,electric scooter
2022201270962,2022,201270962,1,90,electric scooter
2022201270982,2022,201270982,1,90,electric scooter
2022201271211,2022,201271211,2,90,electric scooter
2022201271408,2022,201271408,1,90,electric scooter
2022201271415,2022,201271415,1,90,electric scooter
2022201271861,2022,201271861,2,90,electric scooter
2022201272014,2022,201272014,1,90,electric scooter
2022201272243,2022,201272243,2,90,electric scooter
2022201272256,2022,201272256,2,90,electric scooter
2022201272814,2022,201272814,1,90,electric scooter
2022201273096,2022,201273096,2,90,electric scooter
2022201273692,2022,201273692,2,90,electric scooter
2022201274144,2022,201274144,1,90,electric scooter
2022201274170,2022,201274170,1,90,electric scooter
2022201274470,2022,201274470,1,90,electric scooter
2022201274733,2022,201274733,1,90,electric scooter
2022201275491,2022,201275491,2,90,electric scooter
2022201275953,2022,201275953,2,90,electric scooter
2022201275956,2022,201275956,1,90,electric scooter
2022201279559,2022,201279559,2,90,electric scooter
2022201281128,2022,201281128,1,90,electric scooter
2022201291189,2022,201291189,1,90,electric scooter
2022201325180,2022,201325180,2,90,electric scooter
2022211170221,2022,211170221,2,90,electric scooter
2022211200951,2022,211200951,2,90,electric scooter
2022221130459,2022,221130459,1,90,electric scooter
2022221131772,2022,221131772,1,90,electric scooter
2022221173288,2022,221173288,1,90,electric scooter
2022221189099,2022,221189099,2,90,electric scooter
2022221191067,2022,221191067,1,90,electric scooter
2022221194888,2022,221194888,1,90,electric scooter
2022221198887,2022,221198887,1,90,electric scooter
2022221200730,2022,221200730,2,90,electric scooter
2022221225805,2022,221225805,2,90,electric scooter
2022221246237,2022,221246237,2,90,electric scooter
2022231131997,2022,231131997,1,90,electric scooter
2022231170147,2022,231170147,1,90,electric scooter
2022231173115,2022,231173115,2,90,electric scooter
2022231180253,2022,231180253,1,90,electric scooter
2022231183527,2022,231183527,1,90,electric scooter
2022231214105,2022,231214105,2,90,electric scooter
2022231228996,2022,231228996,2,90,electric scooter
2022231246205,2022,231246205,1,90,electric scooter
2022302200030,2022,302200030,1,90,electric scooter
2022302200511,2022,302200511,2,90,electric scooter
2022302200609,2022,302200609,1,90,electric scooter
2022302200748,2022,302200748,2,90,electric scooter
2022302200889,2022,302200889,1,90,electric scooter
2022302200958,2022,302200958,2,90,electric scooter
2022302200967,2022,302200967,2,90,electric scooter
2022302201026,2022,302201026,2,90,electric scooter
2022302201046,2022,302201046,2,90,electric scooter
2022302201113,2022,302201113,1,90,electric scooter
2022302201134,2022,302201134,2,90,electric scooter
2022302201174,2022,302201174,1,90,electric scooter
2022302201180,2022,302201180,2,90,electric scooter
2022302201354,2022,302201354,1,90,electric scooter
2022302201521,2022,302201521,1,90,electric scooter
2022302201631,2022,302201631,1,90,electric scooter
2022302201698,2022,302201698,2,90,electric scooter
2022302201905,2022,302201905,2,90,electric scooter
2022302201966,2022,302201966,1,90,electric scooter
2022302202077,2022,302202077,1,90,electric scooter
2022302202079,2022,302202079,2,90,electric scooter
2022302202100,2022,302202100,1,90,electric scooter
2022302202156,2022,302202156,1,90,electric scooter
2022302202220,2022,302202220,2,90,electric scooter
2022302202221,2022,302202221,2,90,electric scooter
2022311134398,2022,311134398,1,90,electric scooter
2022311134429,2022,311134429,1,90,electric scooter
2022311134611,2022,311134611,2,90,electric scooter
2022311145368,2022,311145368,1,90,electric scooter
2022311146165,2022,311146165,2,90,electric scooter
2022311147829,2022,311147829,1,90,electric scooter
2022311148653,2022,311148653,1,90,electric scooter
2022311150717,2022,311150717,1,90,electric scooter
2022311151064,2022,311151064,2,90,electric scooter
2022311151383,2022,311151383,2,90,electric scooter
2022311152799,2022,311152799,2,90,electric scooter
2022311152991,2022,311152991,2,90,electric scooter
2022311153461,2022,311153461,1,90,electric scooter
2022311155919,2022,311155919,1,90,electric scooter
2022311160586,2022,311160586,2,90,electric scooter
2022311163209,2022,311163209,1,90,electric scooter
2022311168205,2022,311168205,2,90,electric scooter
2022311169917,2022,311169917,2,90,electric scooter
2022311170078,2022,311170078,2,90,electric scooter
2022311170876,2022,311170876,1,90,electric scooter
2022311172687,2022,311172687,1,90,electric scooter
2022311173857,2022,311173857,2,90,electric scooter
2022311178656,2022,311178656,2,90,electric scooter
2022311179403,2022,311179403,1,90,electric scooter
2022311179802,2022,311179802,2,90,electric scooter
2022311182446,2022,311182446,1,90,electric scooter
2022311183897,2022,311183897,1,90,electric scooter
2022311187484,2022,311187484,1,90,electric scooter
2022311189035,2022,311189035,2,90,electric scooter
2022311189382,2022,311189382,1,90,electric scooter
2022311190256,2022,311190256,1,90,electric scooter
2022311191099,2022,311191099,1,90,electric scooter
2022311191971,2022,311191971,2,90,electric scooter
2022311192646,2022,311192646,2,90,electric scooter
2022311194458,2022,311194458,1,90,electric scooter
2022311194898,2022,311194898,1,90,electric scooter
2022311194962,2022,311194962,2,90,electric scooter
2022311196167,2022,311196167,2,90,electric scooter
2022311196216,2022,311196216,1,90,electric scooter
2022311199184,2022,311199184,2,90,electric scooter
2022311199616,2022,311199616,1,90,electric scooter
2022311204774,2022,311204774,1,90,electric scooter
2022311204965,2022,311204965,1,90,electric scooter
2022311205472,2022,311205472,1,90,electric scooter
2022311208429,2022,311208429,2,90,electric scooter
2022311210075,2022,311210075,2,90,electric scooter
2022311210218,2022,311210218,1,90,electric scooter
2022311212900,2022,311212900,1,90,electric scooter
2022311213242,2022,311213242,2,90,electric scooter
2022311213344,2022,311213344,2,90,electric scooter
2022311214102,2022,311214102,2,90,electric scooter
2022311215334,2022,311215334,2,90,electric scooter
2022311216878,2022,311216878,2,90,electric scooter
2022311219205,2022,311219205,1,90,electric scooter
2022311222780,2022,311222780,2,90,electric scooter
2022311226455,2022,311226455,1,90,electric scooter
2022311227118,2022,311227118,1,90,electric scooter
2022311228540,2022,311228540,1,90,electric scooter
2022311232046,2022,311232046,1,90,electric scooter
2022311235087,2022,311235087,2,90,electric scooter
2022311236984,2022,311236984,2,90,electric scooter
2022311239689,2022,311239689,2,90,electric scooter
2022311248384,2022,311248384,1,90,electric scooter
2022311248660,2022,311248660,2,90,electric scooter
2022311248931,2022,311248931,2,90,electric scooter
2022311248963,2022,311248963,1,90,electric scooter
2022311249450,2022,311249450,1,90,electric scooter
2022311251597,2022,311251597,1,90,electric scooter
2022311251889,2022,311251889,1,90,electric scooter
2022311255417,2022,311255417,2,90,electric scooter
2022311256738,2022,311256738,2,90,electric scooter
2022311256750,2022,311256750,1,90,electric scooter
2022311257468,2022,311257468,2,90,electric scooter
2022311263981,2022,311263981,2,90,electric scooter
2022311276314,2022,311276314,2,90,electric scooter
2022311277142,2022,311277142,1,90,electric scooter
2022311280650,2022,311280650,2,90,electric scooter
2022320336255,2022,320336255,1,90,electric scooter
2022332200002,2022,332200002,1,90,electric scooter
2022332200016,2022,332200016,2,90,electric scooter
2022332200154,2022,332200154,1,90,electric scooter
2022332200198,2022,332200198,1,90,electric scooter
2022332200238,2022,332200238,2,90,electric scooter
2022332200263,2022,332200263,2,90,electric scooter
2022332200267,2022,332200267,2,90,electric scooter
2022332200445,2022,332200445,2,90,electric scooter
2022332200583,2022,332200583,2,90,electric scooter
2022332200600,2022,332200600,2,90,electric scooter
2022332200667,2022,332200667,2,90,electric scooter
2022332200699,2022,332200699,2,90,electric scooter
2022332200712,2022,332200712,2,90,electric scooter
2022332200732,2022,332200732,1,90,electric scooter
2022332200733,2022,332200733,1,90,electric scooter
2022332200765,2022,332200765,2,90,electric scooter
2022332200916,2022,332200916,2,90,electric scooter
2022332200971,2022,332200971,2,90,electric scooter
2022332200992,2022,332200992,2,90,electric scooter
2022332201068,2022,332201068,1,90,electric scooter
2022340WNC452,2022,340WNC452,2,90,electric scooter
202234NNC2352,2022,34NNC2352,1,90,electric scooter
202234NNC3342,2022,34NNC3342,1,90,electric scooter
202234NNC4642,2022,34NNC4642,2,90,electric scooter
202234NNC5262,2022,34NNC5262,2,90,electric scooter
202234NNC5422,2022,34NNC5422,2,90,electric scooter
202234NNC6002,2022,34NNC6002,1,90,electric scooter
202234NNC8032,2022,34NNC8032,2,90,electric scooter
202234NNC8542,2022,34NNC8542,1,90,electric scooter
202234WNC1162,2022,34WNC1162,1,90,electric scooter
202234WNC1572,2022,34WNC1572,2,90,electric scooter
202234WNC1912,2022,34WNC1912,2,90,electric scooter
202234WNC1922,2022,34WNC1922,2,90,electric scooter
202234WNC1932,2022,34WNC1932,1,90,electric scooter
202234WNC2442,2022,34WNC2442,1,90,electric scooter
202234WNC2712,2022,34WNC2712,1,90,electric scooter
202234WNC2732,2022,34WNC2732,2,90,electric scooter
202234WNC3092,2022,34WNC3092,1,90,electric scooter
202234WNC3802,2022,34WNC3802,2,90,electric scooter
202234WNC4222,2022,34WNC4222,1,90,electric scooter
202234WNC4752,2022,34WNC4752,2,90,electric scooter
202234WNC4762,2022,34WNC4762,2,90,electric scooter
202234WNC5132,2022,34WNC5132,1,90,electric scooter
202234WNC5442,2022,34WNC5442,2,90,electric scooter
202234WNC5802,2022,34WNC5802,1,90,electric scooter
202234WNC5832,2022,34WNC5832,2,90,electric scooter
202234WNC5862,2022,34WNC5862,1,90,electric scooter
202234WNC5942,2022,34WNC5942,1,90,electric scooter
202234WNC6052,2022,34WNC6052,2,90,electric scooter
202234WNC6152,2022,34WNC6152,2,90,electric scooter
202234WNC6302,2022,34WNC6302,2,90,electric scooter
202234WNC6502,2022,34WNC6502,2,90,electric scooter
202234WNC6652,2022,34WNC6652,2,90,electric scooter
202234WNC6752,2022,34WNC6752,1,90,electric scooter
202234WNC6832,2022,34WNC6832,1,90,electric scooter
202234WNC7012,2022,34WNC7012,1,90,electric scooter
